@relation TempFiles/temp1_labeled.csv
@attribute ID numeric
@attribute Tweet string
@attribute classlabel {opinion,call_for_action,emotional_feeling,fact_reporting,evidential_images_and_videos,harmful_action,metaphor,query} 

@data
"419333658843955200","rt worst thing said wom abort rap _url_","opinion"
"419349839046914048","wrong cthulhu tentac rap anyway wait backlash cthulhu tentac rap victim","metaphor"
"419354893594263552","worst thing said wom abort rap _url_ short mem","opinion"
"419406201324318720","caus rap _url_","opinion"
"419447159566921728","kind rap isn crim correct rap us cur lesb","harmful_action"
"419477596133679104","seen newspap ind country on highest rat rap sex abus","opinion"
"419481255261253632","rt seen newspap ind country on highest rat rap sex abus _url_","fact_reporting"
"419500404687130625","caus rap _url_","opinion"
"419521475146973184","rt artil shel airstrik kidnap rap gang rap murd kachin wom attack civil continu","fact_reporting"
"419530340257239040","sbs com crim watch nev look gang whit peopl connect rap","opinion"
"419532626748133376","accus someon rap didn arrest sint don fam person internet fin","opinion"
"419566683792375808","rt rap doesn ex duba consid cas sex crim pun law world new _url_","fact_reporting"
"419591904183857152","beng rap victim famy meet presid ind express ind _url_","fact_reporting"
"419606318790348800","bethenny frankel new musc man accus rap colleg no charg fil thoug _url_","fact_reporting"
"419630713697488896","no mil story zion rap world just watch _url_ disarmisrael _url_","fact_reporting"
"419645240640020480","rt award win docu sex traffick now avail streaming onlin _url_","fact_reporting"
"419675154294120448","rt la sheriff depart misconduc includ rap drug smuggl kidnap report _url_","fact_reporting"
"419689683329638400","ah believ wom respons stop rap huh","opinion"
"419716637755850753","m just going list song min second lat process rap replay button","metaphor"
"419728043234435072","just rap phon dea xd","metaphor"
"419773154991816704","rt bro dark art wel develop comedy gre sublimin though unintend just rap not","opinion"
"419803473744781312","rt on can point endors rap pleas ind tak tim ll wait","opinion"
"419825355017695232","quot com resurrect old jok just rap nincompoop word","opinion"
"419827442317262848","rt man fit cas rac transact rel misogyny pro rap agend on jok tal","opinion"
"419849077975576576","rt neith rap nor molest stil asaram bapuj jail fak charg paidmed judg bailon thjan http","opinion"
"419866997921697792","hop swanse absolv rap man","metaphor"
"419875719792295937","rap not fuck jok piec hors shit","opinion"
"419917623304794112","com basketmou apolog rap jok enr peopl lash demand glo dump _url_","fact_reporting"
"419931793950015488","new post opin basketmou rap jok not funny _url_","opinion"
"419939341126098944","toronto tax driv charg sex assault _url_ brown guy rap tingz ay","fact_reporting"
"419965679505506304","rt thing nev ev glamo eat disord depress ment il rap paedophil rac","opinion"
"419980582089940992","rt last week liverpool fan attack bus ful hul fan wom childr stab oldham","harmful_action"
"419999942170902528","rt last week liverpool fan attack bus ful hul fan wom childr stab oldham","harmful_action"
"420014010352664576","ihatewhenpeopl think rap okay ask no mat slutty someon look doesn mean re ask","opinion"
"420021998778331136","alleg rap girl ws playin next day ashram wid kid pos girl bhav norm aft","opinion"
"420037202215591936","steubenvil rap upd ma lik richmond releas _url_ wtf","fact_reporting"
"420037222499229697","rap lyk now cult ind","opinion"
"420044583494762496","rt convers bet son ear poss _url_ sexualharass rap st","call_for_action"
"420046651399888896","rt no court settl rap cas say high court _url_","fact_reporting"
"420049445720309761","m surpr lib hav tri introduc ide rap dog instead rap whistl","opinion"
"420073770095628288","rap cas aft yr not acceiv court advoc menon yr old fak cas asaram bapuj bailon thjan","fact_reporting"
"420078733144231936","omfg lmao fun gam but fuck auburn tim might act consid rap bitch","metaphor"
"420086293280718848","someon sang mat bieb id rap","metaphor"
"420114442542542848","rt nee talk abort sex tampon fem genit mutil rap domest viol muc","opinion"
"420131835826696193","rt id raichel israel world mus star endors tort rap arab prison _url_","harmful_action"
"420144432755646464","say rap ev heard statut rap googl unbeliev","opinion"
"420154582811951104","year old saint accus sex assault kid bailon thjan _url_","opinion"
"420166132990234624","rt someon today planet ear someon wil slut sham rap victim","opinion"
"420179172628369408","thing virt rap","query"
"420199472363487232","lmao stretch the may just saf say prob nig produc rap almost kai","opinion"
"420202391066406912","rt nat migr week pray childr undocu refug hum traffick victim _url_","call_for_action"
"420203193453133824","law eq every arrest rah gandh inquir hap rap cas","opinion"
"420205652691009536","judg ind rail im premarit sex rap tri ind judg decl premarit _url_","fact_reporting"
"420207591080607744","imply enco rap peopl arm idiot follow lead self appoint","opinion"
"420209282911862784","trag thing hap beat mob just lucky enough beat kind wom","harmful_action"
"420216074781466625","stil don understand issu rap marry tho bibl say husband wiv not deny sex na","query"
"420225886043258880","sign least every nig men rap thk shd us word appropry","harmful_action"
"420229367722045440","rt can preach celib turn thousand you liv bet sex harass girl she fals bailon","opinion"
"420253580176551936","twittbo ching chang chong rap cas jap koer pop jap mil kore fifty millio koer crazy","opinion"
"420258115821395968","mt basketmou regret rap jok _url_","emotional_feeling"
"420264799139008512","ohio high school rap convict releas us today _url_","fact_reporting"
"420299061305286656","rt notyourrescueproject talk sel body commod objectfy pay rap etc express attitud masquerad","opinion"
"420320764290932736","newjersey plan comb sex traffick next month _url_ sb","call_for_action"
"420354278226919424","norm just root good gam bowl gam tonight m root sex assault go tig","metaphor"
"420363241554837505","jam on rap commit auburn","metaphor"
"420376519567884288","tim interest play backst fsu qb jam winston commit rap got away won heism hero","metaphor"
"420379783638564864","wel winston fail rap sob defens","metaphor"
"420381120920711168","cool plac dat tbh _url_ nobody can hear screams rap","harmful_action"
"420381855368499200","med report prov no rap investig off said no sec rap cas bapuj want bailon thjan","opinion"
"420385799063212032","beat rap charg can beat auburn","metaphor"
"420389433519513600","jamy just forgot get dai rap","metaphor"
"420389497184866304","rt guy next say can win hesim beat rap cas win natty gott los least on","opinion"
"420390363497365504","jam winston accus rap get no suspend carlo hyd get hit girl doesn swing back suspend gam class","opinion"
"420390386658738177","rt guy next say can win hesim beat rap cas win natty gott los least on","opinion"
"420391060003495936","off bu rap whistl don blow unless act hap","call_for_action"
"420401325994967040","everyon keep mak winston rap jok wasn ev charg","opinion"
"420405979843674113","rt just don f king rap peopl didn think d writ on ya god perspect bo burnham","call_for_action"
"420412736082681857","ve old bul now want young calf rap","harmful_action"
"420416641889886208","jam not lik sid rap wareagl sec","metaphor"
"420417253394219008","cmon jam rap auburn just lik on girl cold","metaphor"
"420418993388662784","ref giv on fsu otherw winston wil rap bcschampionship","metaphor"
"420420186957557760","plot twist winston rap cas tru fsu forfeit win season","metaphor"
"420420803042082816","rt nigg beat rap cas won heism nat champ man deserv med","metaphor"
"420421045082808320","now peopl wann us rap card gtfoh yal ass can nev let mfka win just stfu real mad ass","opinion"
"420421054025056256","jam winston rap victim glad giv wil tonight","metaphor"
"420421436126535681","bitch claim rap must feelin sal af tho lmaoo","opinion"
"420421540627238912","m gonn rap bitch can win nat champ","metaphor"
"420421545253949440","rt jam winston first rap girl rap def famousjam","metaphor"
"420421704658059264","rt won heism beat rap cas nat champ bday fam jam lady gentlem","metaphor"
"420422035211554817","rt jam winston won heism beat rap cas won nat champ nobody bet","metaphor"
"420422068773982208","rt won heism beat rap cas nat champ bday fam jam lady gentlem","metaphor"
"420422069986541569","yeah rap someth hard af go get away espec without los money fac consequ","opinion"
"420422086281416704","winston finn go rap many peopl bruh wardamneagl","metaphor"
"420422192753430528","book gonn titl get away rap lead success","metaphor"
"420422299851165696","didn rap nobody","opinion"
"420422542306709504","someon dumb act think can success pul rap","opinion"
"420422810943504385","rt year old win nat champ heism get away rap real ass nigg","metaphor"
"420422846167277568","fsu jam winston com behind win no dat rap pil nee tim","metaphor"
"420423025004011520","jam get away rap twic","metaphor"
"420423282416836609","rt year old win nat champ heism get away rap real ass nigg","metaphor"
"420423406350123008","hear jam winston interview guil rap not abl read","metaphor"
"420423590647828482","jam winston gonn rap many girl tonight","metaphor"
"420423623250161664","rt year old win nat champ heism get away rap real ass nigg","metaphor"
"420423858320322560","rt guess can win heism troph bcschampionship rap tri season winston","metaphor"
"420423904050438144","rap dat whit gurl","metaphor"
"420424235031744512","rt nigg jam winston beat rap charg won heism nat champ","fact_reporting"
"420424450027573248","real not going thank lawy got innoc rap","opinion"
"420424470609035264","yo rap jok jam got lik _url_","opinion"
"420424550866616320","know guy got away rap know on fals accus","opinion"
"420424932313419776","rt year old win nat champ heism get away rap real ass nigg","opinion"
"420425179186335744","winston innoc rap sandusky bcschampionship tiitletalk","metaphor"
"420425396946231296","soo bas re pretty good sport okay rap girl","metaphor"
"420425471621599232","don think funny peopl mak jam winston rap jok","opinion"
"420425759266988032","jam winston won heism freshm beat rap charg won bcs titl gam luckiest nigg wo","opinion"
"420427147678072832","bet try lynch folk au tonight just got beat byv black qb beat rap charg whit girl","metaphor"
"420428205129228288","rt year old win nat champ heism get away rap real ass nigg","metaphor"
"420428373920600064","try find girl rap","metaphor"
"420429633704579072","rt guess can win heism troph bcschampionship rap tri season winston","metaphor"
"420431107709239296","everybody wann knock jam winston rap cas ev hap peopl mak mistak judg","metaphor"
"420431246544879616","wann mak jam winston rap jok just tak adv situ","opinion"
"420432110323642368","rt jam winston first rap girl rap def","metaphor"
"420434102974545920","pleas not rom rap","opinion"
"420434202153078784","jam winston season highlight win loss bcs nat champ rap fail engl exam","metaphor"
"420434494949044224","peopl hat winston brin rap charg no reason smh kid just someth non wil ev","metaphor"
"420434540109131777","rt jam winston won heism nat champ went undef beat rap cas best year ev","opinion"
"420435933553381376","sex assault cas court ord tarun tejp bail ple today _url_","fact_reporting"
"420436315612528640","wom scream rap men want rap wom fact","opinion"
"420437928008228864","com rap jok hatersgonnah","metaphor"
"420438533057552384","kob rap won ring big ben rap won ring jam winston rap won ring rap da way go guess","metaphor"
"420439861284192256","rt guess can win heism troph bcschampionship rap tri season winston","metaphor"
"420447048723595264","rt jam winston luckiest black man americ beat rap charg win heism champ freshm","opinion"
"420457103711830016","good re get sick americ wor sem lit you rap sheet sex assault charg","opinion"
"420473300519616512","hat break guy rap sex assault jok ar funny disgust","emotional_feeling"
"420479970918428672","gang rap strictly prohibit _url_ gang rap whatt","opinion"
"420485606565625856","steubenvil rap cas on convict teen releas juvenil prison on form high school fo _url_","fact_reporting"
"420501721530372097","readingnow new steubenvil rap cas on convict teen releas _url_ _url_ socialmed","fact_reporting"
"420504964989845504","rt first girl attack movy jaw screaming real pain har brok hip drag","metaphor"
"420505955025973248","click stop viol wom _url_","call_for_action"
"420520647005990912","teen girl left sery hand injury attack cannock yesterday ev _url_","fact_reporting"
"420548539194675200","jam winston won heism freshm beat rap charg won bcs titl gam luckiest nigg wo","opinion"
"420553191449567233","rt jam winston best mon ev won heism nat champ avoid rap charg","opinion"
"420559043980058626","form neighb ariel castro plead guil rap murd _url_","fact_reporting"
"420562787157303297","re advoc revolt story sex assault noth exploit titil stopviolenceagainstwom","opinion"
"420576052818501632","tak rap cult amaz _url_","opinion"
"420580549045256192","steubenvil rap releas not wel receiv many circ noapologybutihadittough _url_","opinion"
"420580794495959040","rt moralmonday ga school prison pipelin upd steubenvil rap cas wom ar welcom internet htt","opinion"
"420592186053632001","rul law leg marry childr us fath surnam let agap watch _url_ via ptvph","opinion"
"420603915475095552","rev serv pol off accus crim includ rap abduc rac _url_","fact_reporting"
"420604616062271488","rt wow amand ll rap feel wom ar welcom internet _url_ mustread","opinion"
"420612843965530112","cincinnat montan judg crit teach stud rap cas step _url_","fact_reporting"
"420631668127301632","rt perc rap can tak minut hap affect victim decad wheth victim mal fem lifet","emotional_feeling"
"420633521187590145","act slog shud join hand rap fut ind","metaphor"
"420634899100758018","tak rap cult amaz _url_ lov whoev mad","opinion"
"420647330103439360","jam winston season highlight win loss bcs nat champ rap fail engl exam","fact_reporting"
"420648166153654272","jam winston season highlight win loss bcs nat champ rap fail engl exam","fact_reporting"
"420649448180817920","jam winston season highlight win loss bcs nat champ rap fail engl exam","fact_reporting"
"420687063831564288","learn back whit hobo whor lied rap get rap black men avoid jail hist today","opinion"
"420690317067575296","bul teen girl maryvil rap cas hospit app suicid attempt raw story _url_ smh","harmful_action"
"420696940679290880","ye victim complex fem friend twit ve stalk year threatened rap","harmful_action"
"420709371484467201","men commit rap tot fault doesn mat wom wear","opinion"
"420717683236036608","tak rap cult amaz _url_","opinion"
"420722653356244992","rap not plot dev shitty gam","opinion"
"420733025630945280","may richmond on charg rap though evid recov knight sec suggest otherw","harmful_action"
"420739269204770816","wom vancouv get attack maj intersect council cit going","opinion"
"420757608203821056","innoc hum wil forev alleg rap alleg pin nam bbecaus someon play gam no","opinion"
"420773392883527680","don rap whistl sebr pretty much thing qotn","opinion"
"420774119928393728","child rap blackmail scum stat _url_","fact_reporting"
"420794216613036032","rt jam winston beat rap charg won heism becam nat champ just lik kob real nig","metaphor"
"420834023120728064","nat un journ clear guidelin report sex viol _url_","fact_reporting"
"420853173042302976","pop mol wok guy unbutton pant woo rap","harmful_action"
"420855122621902848","rap definit compass way show lov someon els sent johny rap dian dant","opinion"
"420867415765815296","princess molest third sex assault _url_","fact_reporting"
"420877308115685377","dis wom kidnap beat walk mil bar feet help loc hom _url_","fact_reporting"
"420888775783247872","yeah right ston pelt delh gang rap protest nsu aap want teach","fact_reporting"
"420923962017583104","man stop put support wom vs mal viol domin bc angry word no support","opinion"
"420944877636292608","tak rap cult amaz _url_","opinion"
"420952999218135040","propos law californ prev colleg sweep rap rug _url_","opinion"
"420956513797025792","rap not plot dev shitty gam","metaphor"
"420980008270983168","compel rap victim imprison protect peopl tak streets libertadparayak _url_","fact_reporting"
"420987090340691968","rt although wom lik stalk men anyon can victim stalk learn _url_","opinion"
"421000690006495232","fin just rap john paul heeeeeel hollyoak","metaphor"
"421021713158004736","nee know rap accus bright ey frontm con oberst _url_","opinion"
"421029321399353344","rap nigg ain rough sex assault _url_","opinion"
"421065796560117760","_url_ kinky sex posit miss port teach get prison sex assault stnt crazysexposit","fact_reporting"
"421067736316653569","year old girl cry step dad kick fac","harmful_action"
"421091482112507904","st on say principl bas nd highlight galloway rap defens defy principl","opinion"
"421121280826294272","cyb bul drov maryvil rap victim attempt suicid glob grind _url_","fact_reporting"
"421125929893519361","stephany sinclair tremend work child marry _url_ via","fact_reporting"
"421126508485554176","man giv girl not report rap","harmful_action"
"421130162529259520","incred resourc child marry infoguid _url_ via","fact_reporting"
"421140177822945280","rt jam winston luckiest black man americ beat rap charg win heism champ freshm","opinion"
"421159275960889344","wb govt must ord pol protect famy rap victim sham mamat baners god giv wisdom","opinion"
"421162644666851328","rt ask hadn attack first girl said man walk besid","fact_reporting"
"421173903608643584","spec prosecut expect rev wheth ll charg maryvil rap cas spec prosecut _url_","fact_reporting"
"421207790888448000","fight aleppo seem wors story rap kil becom common pleas shar thought dearsyr","opinion"
"421225764734771200","adv wom can us men hostil also hard say real rap sint many men","opinion"
"421235879806795776","car rap victim forc govt rol pol model prov work sign _url_ via","call_for_action"
"421242853159743488","rt no rap fir no rap med report yet asaram bapuj could not ev get bail demand bail bapuj","opinion"
"421248906475737088","rt nev seen rap victim laugh play incid dr mal ingl mbbs md want bail bapuj _url_","opinion"
"421251213871415296","rap cas aft yr not acceiv court advoc menon yr old fak cas asaram bapuj want bail bapuj","opinion"
"421252327098818560","rap cas aft yr not acceiv court advoc menon yr old fak cas asaram bapuj want bail","fact_reporting"
"421254017386151936","sanghpariv jagrut mahil vedik stag hug protest condemn deralakat rap incid _url_","fact_reporting"
"421259588303081472","disgust fug direct kid daught rap jail mr dreamz mag _url_ rt","fact_reporting"
"421263762008444928","rt sharp ris viol wom afgh _url_ defend right say _url_","fact_reporting"
"421312063785676800","rt sen extend unemploy benefit rap cult ind west scot halt marry eq utah http","fact_reporting"
"421313029536776192","maj lawmak commit don know rap stophr","opinion"
"421315751950438401","yesterday del first forc marry prev train sess year nhs staff _url_","fact_reporting"
"421332461495525377","molest chief m sur real angry fiv vandy footbal play indict rap year","opinion"
"421338808186314752","jam franklin pen rap won gam vandy two year runnin hmm smellprob sec dollarhandshak bigtenscandalcomin","metaphor"
"421357368866504704","fin rap john paul just hit","metaphor"
"421360574300422144","first girl attack movy jaw screaming real pain har brok hip bon drag","metaphor"
"421378808894472192","rt rap cult tel daught not get rap instead teach son tre wom","opinion"
"421382044086583296","soldy dismiss leav duty post rap prostitut abuj _url_ via ja_olofofo","fact_reporting"
"421385722495770624","sketch sex assault suspect ottaw _url_","fact_reporting"
"421385931862462464","no rap charg suspect daisy colem cas _url_ ekogid","fact_reporting"
"421385938888306688","vez_ just daisy daisy colem suspect not charg sex assault _url_","fact_reporting"
"421391823807188992","jam winston season highlight win loss bcs nat champ rap fail engl exam go","fact_reporting"
"421395242223288320","irony abbot us daught mak point re viol forget bul wom un","opinion"
"421405166043021312","sign petit urg stop viol wom reform artic ripamin morocco _url_","call_for_action"
"421433118638473216","rap scen not allow film","opinion"
"421447464139640832","rap sery damn issu effect alot hug desensit internet cuz lot just desp want funny","opinion"
"421447921356525568","sex assault sery issu nee address enough taboo tim chang","opinion"
"421464732713762817","saud strained al west _url_ via iraq fail stat us rap country cit","metaphor"
"421486602725376000","mo man accus rap plead less charg _url_","fact_reporting"
"421513057035362304","megynkel pleas tel us wil investig tot mom yr old rap victim com","opinion"
"421525884416163840","suspect palmd sex assault may riversid county _url_","fact_reporting"
"421535811364847616","pol releas sketch man attack wom oakland new year day _url_ _url_","fact_reporting"
"421557845591474176","polit want cre rap audit sign petit stop _url_ stophr","call_for_action"
"421566392572194816","ve lot gre feedback wom artic wrot viol d lov men see http","call_for_action"
"421583398503591936","rt mak fest poem rap beat innoc yet stil turn blind ey brush asham","opinion"
"421607434701262848","bul see told charg domest viol now look lik girl market definit now","opinion"
"421738549848064000","pentagon us milit academy cadet nee sex assault prev train _url_","opinion"
"421746520925274112","blog post redesign sanit pad prompt victim sex traffick seek help _url_","call_for_action"
"421750015770370048","rt wom report rap sex abus form viol ask _url_","call_for_action"
"421761803090411520","also say sint rap hap murd put rap book wish hyperbol simpl","opinion"
"421784606502060032","delh train fem unit comb rap _url_","fact_reporting"
"421815048626253824","afgh viol wom hit record high _url_","fact_reporting"
"421824846142525440","bad girl club char war past involv rap alleg plu trashy audit tap real tea _url_","fact_reporting"
"421858647245717505","wi extrem voc rap apolog middl school teach","opinion"
"421879365253623808","rt seen newspap ind country on highest rat rap sex abus _url_","evidential_images_and_videos"
"421889461425684480","gam min ey rap","metaphor"
"421891470988410880","boy every play wil ev beat girl play gam bet","opinion"
"421891565947076608","ut fan us gang rap vandy also idiot","harmful_action"
"421905423260585984","break new lak fil rap charg los angel clip","metaphor"
"421985240635437056","pol commun support off kab yousaf charg rap _url_ newham london crim","fact_reporting"
"421992229654122496","jaolofof jok no limit basketmou rap jok controversy _url_","opinion"
"422006187123425280","sex assault charg drop annapol _url_ mji","fact_reporting"
"422015364415762432","rt gang rap photo stephany rap _url_","evidential_images_and_videos"
"422017365610889216","rt man attack help wom harass men train _url_ saw incid recogn th","harmful_action"
"422024331326009344","quot said sex assault surv famy memb _url_ via","opinion"
"422032995382755328","rap prev tip _url_","opinion"
"422035156585959424","rt kab yousaf pol commun support off pcso bas london charg rap blackmail miscond","fact_reporting"
"422079032600326144","just saw fat ging girl buy rap whistl gott admir optim","opinion"
"422080137929056256","way ve seen react story onlin intens say least sydney rap thing re person knew","opinion"
"422090744925814784","rap evil demon girl otherw wil che us wil forc kil necess everyon","harmful_action"
"422098205044903936","know humantraffick aw day stalk awr mon disproport affect wom jo","opinion"
"422100450716835840","rt rap crim ter poverty now ant saint strategies welcom congress world bail bapuj _url_","opinion"
"422102379711176704","wil rap refresh button tomorrow","metaphor"
"422104385565388801","nagesh kukuno next lakshm harsh tru hum traffick child prostitut ind _url_","opinion"
"422110799268962305","press act believ everyth fan mean littl year old girl probobl rap","opinion"
"422120264634097665","mad rap molest okay urgh relig nee stop thing","opinion"
"422152772272668672","rap cas extramarit affair fuck abbot greedy lying tyr auspol","opinion"
"422157885448417280","rt month ago wel wor read gend impact syr war inc system rap child marry _url_","fact_reporting"
"422178808431927297","rt leav hous dark show cons on lawy told rap victim _url_","opinion"
"422182411766882304","maguir kick littl girl fac","harmful_action"
"422182756253069313","rt hum traffick aw day pleas shar docu sad stat child sex traffick s _url_","call_for_action"
"422185463118454784","on on work end sex slavery child soldy hum traffick lra kitgumugand achol","opinion"
"422247256797245440","rt man attack help wom harass men train _url_ saw incid recogn th","fact_reporting"
"422270511134310400","liv stream sex gend bas viol learn lac reg _url_","opinion"
"422307693580152833","rap cas aft yr not acceiv court advoc menon yr old fak cas asaram bapuj bail bapuj","opinion"
"422320335485030401","prev prostitut sex traffick also bring quest uk mal cult many men pay sex","opinion"
"422324681757036544","liveleak acquaint rap year old pakistan fact work kidnap assault rap _url_","fact_reporting"
"422382779993554944","cons nev defens statut rap","opinion"
"422389463084720128","proud john paul report rap aw bless hollyoak","opinion"
"422392943631028224","vomit hack expos steubenvil rap video fac jail tim rap _url_","fact_reporting"
"422445696134815744","rt spit rap throw cent cal dirty whor _url_","harmful_action"
"422446450178416640","assault d want gun not law mak cal rap whistl wtf real saf jok","opinion"
"422452164343394306","teach men control not wom cov rap not excus _url_","opinion"
"422465297203752960","think slavery wif beat hat murd disbeliev paedophil mutil theft rap beauty","query"
"422479245571801088","carry rap alarm just cas","call_for_action"
"422518579087433728","rt jam gonn rap ha get _url_","metaphor"
"422537008330727424","okay old friend going around say going rap kid pleas par ar hom","harmful_action"
"422550875496648706","school now loooo end going hom rap comput","metaphor"
"422551615258624000","lov sex traffick wow jen mess","opinion"
"422563128870989824","disturb rap nigg ain rough sex assault _url_","opinion"
"422576104717553664","talk rap rap jok mock sil victim also giv perpet ide sex viol funny","opinion"
"422579366392913920","fak sex assault cas sant shri asaram bapuj preplan paidmed govt must demand strongly bail bapuj","opinion"
"422595174045200384","gangrap victim forc reloc hindu priest ramdev lead gang peopl hous hdl rap vaw _url_","fact_reporting"
"422595570776440832","sign point rap _url_","opinion"
"422682330893795329","no rap fir no rap med report yet asaram bapuj could not ev get bail demand bail bapuj","call_for_action"
"422694168184356865","rt no act rap cas bab nag rah gandh no bail bog cas asaram bapuj enough now wan","opinion"
"422730271478534144","seek help regard sex assault sophom doesn think gw admin feel hum _url_","opinion"
"422811848665489408","video facebook girl beat disgust many peopl walk past didn think stop","harmful_action"
"422824665636421632","wom displac ethn polit viol southsud wash child jub camp nuer peopl _url_","fact_reporting"
"422837250771410944","nig lead tak break ste ban gay child marry ok act born plac lik http","harmful_action"
"422849584034217984","rt may rap year old re not allow surf vimeo youtub turkey","opinion"
"422852978174099456","lov ars win lit rap tl piss everyon","metaphor"
"422853260522041344","new jersey work curb sex traffick superbowl via _url_ _url_","fact_reporting"
"422899279314026496","overachiev earn highest gpa tul law hist fight attempt child rap charg _url_","fact_reporting"
"422912010679222272","nigg rich just rap kiss eric front camera look scar first tim","opinion"
"422913138980573185","tri rap kiss girl high school told stay away school property week salut","harmful_action"
"422920527137624066","ir bureaucr pok around med record sex viol victim tel hous stophr _url_","fact_reporting"
"422923457505292288","consid rap dont tak adv sorry think otherw _url_","opinion"
"422936401026359296","yal rememb last tim seen ol girl fight hap right got drag lik mop","harmful_action"
"422953444698095616","rap cas victim pol indiff _url_ via absolv hor","opinion"
"422986128791461888","commend strong campaign protect rap victim somal unacceiv crim _url_","opinion"
"422997898507190272","chines corsair rap britain richard cley london correspond rec report say thousand mo _url_","metaphor"
"423015593588326400","rt caught camer cop thrashed kick wom protest _url_ video _url_ _url_","fact_reporting"
"423053058588020736","paul weston islam rap epidem whit wom _url_","fact_reporting"
"423059262357532673","rt girl didnt wrot rap fir yet paidmed put rap charg asharamj asaram bapuj knowthetru ris","opinion"
"423068289469009920","nic rolemodel commit adultery ov off desk sex assault multipl infidel kidsandsport","fact_reporting"
"423068914189213697","nurs arrest sel baby expos chin child traffick problem beid reut chines cou _url_","fact_reporting"
"423073148582780928","rap dress muslim wom niqab get rap","opinion"
"423102615094706176","rt bih on eleph kund singh dread gangst head aap rap murd kidnap cas","opinion"
"423107121916686336","rt scand downton abbey rap scen problem not reason might think _url_","opinion"
"423109545854910465","god man arvind kejriw tak sec cov cop no sec wom cop beat kalyug","opinion"
"423158179992580096","rt pol search justin bieb hous eg tak tim said every rap murd","opinion"
