419236798762459137	rap whistl anoth sec wil fal tonight big osu mizz cottonbowl okst	no
419242277618204672	nirvan rap solo acoust _url_	no
419268988120887297	rt facebookproblemsnight lik respect justin bieb ign want sat rap	yes	sexual violence	Third Party Account	metaphor
419274196229697536	sex assault milit control rul suicid out _url_ htt	yes	sexual violence	news	opinion
419283441893396480	rt campaign s cit victim predomin found sex traffick und victim oft runaway troubl hom	yes	sexual violence	news	opinion
419288119121158144	chant viol rap diplo fac miss lif	no
419293908712316928	rt first girl attack movy jaw screaming real pain har brok hip drag	yes	sexual violence	Third Party Account	metaphor
419300092575617025	mom got rap girl can rap wil lik man dream	yes	sexual violence	Third Party Account	metaphor
419303226971009024	rt rap dumbest crim ev rap innoc person hoe throwing pussy around	yes	sexual violence	Self belief	opinion
419304327866769408	rt first girl attack movy jaw screaming real pain har brok hip drag	no
419316999995789313	rt worcest stat common chos maj sex assault smack	yes	sexual violence	Third Party Account	opinion
419323733539442688	apafrom blowhol rap weirdest thing seen aggro badg gallery tmituesd	no
419330274086748160	best friend say gonn rap shouldibeworry freak	no
419333658843955200	rt worst thing said wom abort rap _url_	yes	sexual violence	news	opinion
419348152626737152	cheek rap	no
419349839046914048	wrong cthulhu tentac rap anyway wait backlash cthulhu tentac rap victim	yes	sexual violence	Third Party Account	metaphor
419354893594263552	worst thing said wom abort rap _url_ short mem	yes	sexual violence	news	opinion
419356433608474624	puch wag niyong rap si vhong	no
419406201324318720	caus rap _url_	yes	sexual violence	news	opinion
419447159566921728	kind rap isn crim correct rap us cur lesb	yes	sexual violence	society belief	Harmful action
419450939360038912	imagin dj holdap rap rap tulung nyo ko dj holdap di rap ed wag nag suggest lang ee	no
419457369702035456	il rap littl pretty foxy know	no
419471333337362432	want oomf rap la want ro sex abus lik no on busy	no
419477596133679104	seen newspap ind country on highest rat rap sex abus	yes	sexual violence	news	opinion
419481255261253632	rt seen newspap ind country on highest rat rap sex abus _url_	yes	sexual violence	news	fact reporting
419500404687130625	caus rap _url_	yes	sexual violence	news	opinion
419521475146973184	rt artil shel airstrik kidnap rap gang rap murd kachin wom attack civil continu	yes	sexual violence	news	fact reporting
419523240164610048	rt just loss whit girl guess rap lyr turn rac card get kick popey chick	no
419530340257239040	sbs com crim watch nev look gang whit peopl connect rap	yes	sexual violence	self belief	opinion
419532626748133376	accus someon rap didn arrest sint don fam person internet fin	yes	sexual violence	Self belief	opinion
419542305872158722	nigg rap	no
419543761970929664	lsugs hard bc as jer s rap snd screaming bc cant breath bc ph	no
419548987872391168	rt morrissey sil sil bitch eat anim just paedophil rap murd _url_	no
419553466617704448	wil cent halv around kent expery rap mat	no
419566683792375808	rt rap doesn ex duba consid cas sex crim pun law world new _url_	yes	sexual violence	news	fact reporting
419575774384259072	nou felicit kont pou izol ki ranpot tit rap pou an ki sot pas ya nou fye deskel te kolab avec nou na	no
419591904183857152	beng rap victim famy meet presid ind express ind _url_	yes	sexual violence	news	fact reporting
419604534319521792	rt morrissey sil sil bitch eat anim just paedophil rap murd _url_	no
419606318790348800	bethenny frankel new musc man accus rap colleg no charg fil thoug _url_	yes	sexual violence	news	fact reporting
419630713697488896	no mil story zion rap world just watch _url_ disarmisrael _url_	yes	sexual violence	news	fact reporting
419645240640020480	rt award win docu sex traffick now avail streaming onlin _url_	yes	other	news	fact reporting
419675154294120448	rt la sheriff depart misconduc includ rap drug smuggl kidnap report _url_	yes	sexual violence	news	fact reporting
419678256950833153	know fac look lik rap idk lik emoj idk cant find	no
419678773911371776	msi radio no discuss gangst child marry drug mul scam illeg cat dog bree fact	no
419685265922207744	oh god no eat wil rap insid	no
419689683329638400	ah believ wom respons stop rap huh	yes	sexual violence	Self belief	opinion
419695042266017793	damn girl gonn nee fly antarct find enough ic burn	no
419698449366646784	long night gossip girl facebook stalk	no
419704704768417792	girrrll fin fuck rap put troph cas rap	no
419715904079794176	go ahead rap fac win win	no
419716637755850753	m just going list song min second lat process rap replay button	yes	sexual violence	Personal Account	metaphor
419720071309950976	oh ign girl stalk	no
419728043234435072	just rap phon dea xd	yes	sexual violence	Third Party Account	metaphor
419744165678022656	tryn get lil girl beat lik	no
419751955582685184	swear littl girl stalk ugh im block ass cant deal aggrav kid	no
419773154991816704	rt bro dark art wel develop comedy gre sublimin though unintend just rap not	yes	sexual violence	Third Party Account	opinion
419798318445637632	gue disuruh ij ke rap cent semalem gue di rumah lu di temp prostitus jad gue gak bak bajak	no
419803473744781312	rt on can point endors rap pleas ind tak tim ll wait	yes	sexual violence	Third Party Account	opinion
419825355017695232	quot com resurrect old jok just rap nincompoop word	yes	sexual violence	Self belief	opinion
419827442317262848	rt man fit cas rac transact rel misogyny pro rap agend on jok tal	yes	sexual violence	self belief	opinion
419849077975576576	rt neith rap nor molest stil asaram bapuj jail fak charg paidmed judg bailon thjan http	yes	sexual violence	self belief	opinion
419850226552541184	just part tri rap girl lov sex laugh smal god	no
419866997921697792	hop swanse absolv rap man	yes	sexual violence	Third Party Account	metaphor
419875719792295937	rap not fuck jok piec hors shit	yes	sexual violence	self belief	opinion
419876594337845248	respond someon say could rap could	no
419917623304794112	com basketmou apolog rap jok enr peopl lash demand glo dump _url_	yes	sexual violence	news	fact reporting
419921728899657728	hat slutty girl hop burn hel shit publ	no
419931793950015488	new post opin basketmou rap jok not funny _url_	yes	sexual violence	news	opinion
419939341126098944	toronto tax driv charg sex assault _url_ brown guy rap tingz ay	yes	sexual violence	news	fact reporting
419941248904867840	stat try rap missour cri missour misery	no
419958284942966784	xdddd hahahah omg rap uhhh jaaa sie ist halbnackt naj sie hat nur ein sschen	no
419965679505506304	rt thing nev ev glamo eat disord depress ment il rap paedophil rac	yes	sexual violence	self belief	opinion
419980582089940992	rt last week liverpool fan attack bus ful hul fan wom childr stab oldham	yes	sexual violence	Third Party Account	Harmful action
419999942170902528	rt last week liverpool fan attack bus ful hul fan wom childr stab oldham	yes	sexual violence	Third Party Account	Harmful action
420006330246520832	yep ess blowhol rap	no
420014010352664576	ihatewhenpeopl think rap okay ask no mat slutty someon look doesn mean re ask	yes	sexual violence	Self belief	opinion
420021998778331136	alleg rap girl ws playin next day ashram wid kid pos girl bhav norm aft	yes	sexual violence	Third Party Account	opinion
420037202215591936	steubenvil rap upd ma lik richmond releas _url_ wtf	yes	sexual violence	news	fact reporting
420037222499229697	rap lyk now cult ind	yes	sexual violence	news	opinion
420044583494762496	rt convers bet son ear poss _url_ sexualharass rap st	yes	sexual violence	news	call for action
420046651399888896	rt no court settl rap cas say high court _url_	yes	sexual violence	news	fact reporting
420049445720309761	m surpr lib hav tri introduc ide rap dog instead rap whistl	yes	sexual violence	self belief	opinion
420058178882007040	shut ur min not mak rap jok	no
420073770095628288	rap cas aft yr not acceiv court advoc menon yr old fak cas asaram bapuj bailon thjan	yes	sexual violence	Third Party Account	fact reporting
420078733144231936	omfg lmao fun gam but fuck auburn tim might act consid rap bitch	yes	sexual violence	Third Party Account	metaphor
420086293280718848	someon sang mat bieb id rap	yes	sexual violence	Personal Account	metaphor
420114442542542848	rt nee talk abort sex tampon fem genit mutil rap domest viol muc	yes	sexual violence	Personal account	opinion
420131835826696193	rt id raichel israel world mus star endors tort rap arab prison _url_	yes	sexual violence	news	Harmful action
420139141582422016	said wann rap chancho lmfa	no
420144432755646464	say rap ev heard statut rap googl unbeliev	yes	sexual violence	Third Party Account	opinion
420154582811951104	year old saint accus sex assault kid bailon thjan _url_	yes	sexual violence	news	opinion
420162420410441728	rt friend look d dat rap friend nee work comply	no
420166132990234624	rt someon today planet ear someon wil slut sham rap victim	yes	sexual violence	Third Party Account	opinion
420179172628369408	thing virt rap	yes	sexual violence	Self belief	Query
420182719549538305	tis not rap ask	no
420189754748317696	smh not rap mak orgasm el sarcasm m not agr	no
420199472363487232	lmao stretch the may just saf say prob nig produc rap almost kai	yes	sexual violence	Third Party Account	opinion
420202391066406912	rt nat migr week pray childr undocu refug hum traffick victim _url_	yes	sexual violence	news	call for action
420203193453133824	law eq every arrest rah gandh inquir hap rap cas	yes	sexual violence	self belief	opinion
420205652691009536	judg ind rail im premarit sex rap tri ind judg decl premarit _url_	yes	sexual violence	news	fact reporting
420207591080607744	imply enco rap peopl arm idiot follow lead self appoint	yes	sexual violence	self belief	opinion
420209282911862784	trag thing hap beat mob just lucky enough beat kind wom	yes	sexual violence	Third Party Account	Harmful action
420216074781466625	stil don understand issu rap marry tho bibl say husband wiv not deny sex na	yes	sexual violence	Self belief	Query
420225886043258880	sign least every nig men rap thk shd us word appropry	yes	sexual violence	news	Harmful action
420229367722045440	rt can preach celib turn thousand you liv bet sex harass girl she fals bailon	yes	sexual violence	Third Party Account	opinion
420232672422535168	let pray idiot tf wish rap anybody pur sad tbfh	no
420249555222142976	want rap someon eu	no
420250000677818368	titanjoyofgift ur child birthday fest occas marry annivers just complet	no
420253580176551936	twittbo ching chang chong rap cas jap koer pop jap mil kore fifty millio koer crazy	yes	sexual violence	Third Party Account	opinion
420258115821395968	mt basketmou regret rap jok _url_	yes	sexual violence	news	emotional feeling
420264799139008512	ohio high school rap convict releas us today _url_	yes	sexual violence	news	fact reporting
420269150318366720	il rap auss	no
420289553954373632	lmfaooo block year ago fuck pussy want retail sel rap fuckhim	no
420299061305286656	rt notyourrescueproject talk sel body commod objectfy pay rap etc express attitud masquerad	yes	other	Third Party Account	opinion
420320764290932736	newjersey plan comb sex traffick next month _url_ sb	yes	other	news	call for action
420321839660142592	us mad disrespect high school idk nev got beat lml girl boyfriend ev che	no
420349366545555456	mgs get sex viol rat describ	no
420354278226919424	norm just root good gam bowl gam tonight m root sex assault go tig	yes	sexual violence	Third Party Account	metaphor
420361258039136256	kor rap hist _url_	no
420363241554837505	jam on rap commit auburn	yes	sexual violence	Third Party Account	metaphor
420365755171864577	o judg nam can tel enjoy kil beauty wom just lik gettin ass kick	no
420369918702284801	gun chos girl kick hous	no
420376519567884288	tim interest play backst fsu qb jam winston commit rap got away won heism hero	yes	sexual violence	Third Party Account	metaphor
420378181544067073	cant rap whit girl los gam smh choos struggle	no
420379783638564864	wel winston fail rap sob defens	yes	sexual violence	Third Party Account	metaphor
420381120920711168	cool plac dat tbh _url_ nobody can hear screams rap	yes	sexual violence	news	Harmful action
420381855368499200	med report prov no rap investig off said no sec rap cas bapuj want bailon thjan	yes	sexual violence	Third Party Account	opinion
420382546707226624	hardc ufosbuzard dread crowstract rap chain on hardest onetwothr punch mus bee thous	no
420385799063212032	beat rap charg can beat auburn	yes	sexual violence	Third Party Account	metaphor
420389433519513600	jamy just forgot get dai rap	yes	sexual violence	Third Party Account	metaphor
420389497184866304	rt guy next say can win hesim beat rap cas win natty gott los least on	yes	sexual violence	Third Party Account	opinion
420390363497365504	jam winston accus rap get no suspend carlo hyd get hit girl doesn swing back suspend gam class	yes	sexual violence	Third Party Account	opinion
420390386658738177	rt guy next say can win hesim beat rap cas win natty gott los least on	yes	sexual violence	Third Party Account	opinion
420391060003495936	off bu rap whistl don blow unless act hap	yes	sexual violence	Personal account	call for action
420401325994967040	everyon keep mak winston rap jok wasn ev charg	yes	sexual violence	Third Party Account	opinion
420405979843674113	rt just don f king rap peopl didn think d writ on ya god perspect bo burnham	yes	sexual violence	Third Party Account	call for action
420412736082681857	ve old bul now want young calf rap	yes	sexual violence	Personal Account	Harmful action
420416641889886208	jam not lik sid rap wareagl sec	yes	sexual violence	Third Party Account	metaphor
420417253394219008	cmon jam rap auburn just lik on girl cold	yes	sexual violence	Third Party Account	metaphor
420418993388662784	ref giv on fsu otherw winston wil rap bcschampionship	yes	sexual violence	Third Party Account	metaphor
420420186957557760	plot twist winston rap cas tru fsu forfeit win season	yes	sexual violence	Third Party Account	metaphor
420420803042082816	rt nigg beat rap cas won heism nat champ man deserv med	yes	sexual violence	Third Party Account	metaphor
420421045082808320	now peopl wann us rap card gtfoh yal ass can nev let mfka win just stfu real mad ass	yes	sexual violence	Self belief	opinion
420421054025056256	jam winston rap victim glad giv wil tonight	yes	sexual violence	Third Party Account	metaphor
420421436126535681	bitch claim rap must feelin sal af tho lmaoo	yes	sexual violence	Third Party Account	opinion
420421540627238912	m gonn rap bitch can win nat champ	yes	sexual violence	Personal Account	metaphor
420421545253949440	rt jam winston first rap girl rap def famousjam	yes	sexual violence	Third Party Account	metaphor
420421704658059264	rt won heism beat rap cas nat champ bday fam jam lady gentlem	yes	sexual violence	Third Party Account	metaphor
420422035211554817	rt jam winston won heism beat rap cas won nat champ nobody bet	yes	sexual violence	Third Party Account	metaphor
420422068773982208	rt won heism beat rap cas nat champ bday fam jam lady gentlem	yes	sexual violence	Third Party Account	metaphor
420422069986541569	yeah rap someth hard af go get away espec without los money fac consequ	yes	sexual violence	Self belief	opinion
420422086281416704	winston finn go rap many peopl bruh wardamneagl	yes	sexual violence	Third Party Account	metaphor
420422126001070080	rap rap ra ri rin ring	no
420422192753430528	book gonn titl get away rap lead success	yes	sexual violence	Third Party Account	metaphor
420422299851165696	didn rap nobody	yes	sexual violence	Third Party Account	opinion
420422542306709504	someon dumb act think can success pul rap	yes	sexual violence	Third Party Account	opinion
420422810943504385	rt year old win nat champ heism get away rap real ass nigg	yes	sexual violence	Third Party Account	metaphor
420422846167277568	fsu jam winston com behind win no dat rap pil nee tim	yes	sexual violence	Third Party Account	metaphor
420423025004011520	jam get away rap twic	yes	sexual violence	Third Party Account	metaphor
420423282416836609	rt year old win nat champ heism get away rap real ass nigg	yes	sexual violence	Third Party Account	metaphor
420423406350123008	hear jam winston interview guil rap not abl read	yes	sexual violence	Third Party Account	metaphor
420423590647828482	jam winston gonn rap many girl tonight	yes	sexual violence	Third Party Account	metaphor
420423623250161664	rt year old win nat champ heism get away rap real ass nigg	yes	sexual violence	Third Party Account	metaphor
420423858320322560	rt guess can win heism troph bcschampionship rap tri season winston	yes	sexual violence	Third Party Account	metaphor
420423904050438144	rap dat whit gurl	yes	sexual violence	Third Party Account	metaphor
420424235031744512	rt nigg jam winston beat rap charg won heism nat champ	yes	sexual violence	Third Party Account	fact reporting
420424450027573248	real not going thank lawy got innoc rap	yes	sexual violence	Third Party Account	opinion
420424470609035264	yo rap jok jam got lik _url_	yes	sexual violence	news	opinion
420424550866616320	know guy got away rap know on fals accus	yes	sexual violence	lack of law	opinion
420424932313419776	rt year old win nat champ heism get away rap real ass nigg	yes	sexual violence	Third Party Account	opinion
420425179186335744	winston innoc rap sandusky bcschampionship tiitletalk	yes	sexual violence	Third Party Account	metaphor
420425396946231296	soo bas re pretty good sport okay rap girl	yes	sexual violence	self belief	metaphor
420425471621599232	don think funny peopl mak jam winston rap jok	yes	sexual violence	Third Party Account	opinion
420425759266988032	jam winston won heism freshm beat rap charg won bcs titl gam luckiest nigg wo	yes	sexual violence	Third Party Account	opinion
420427147678072832	bet try lynch folk au tonight just got beat byv black qb beat rap charg whit girl	yes	sexual violence	Third Party Account	metaphor
420428205129228288	rt year old win nat champ heism get away rap real ass nigg	yes	sexual violence	Third Party Account	metaphor
420428373920600064	try find girl rap	yes	sexual violence	Personal Account	metaphor
420429633704579072	rt guess can win heism troph bcschampionship rap tri season winston	yes	sexual violence	Third Party Account	metaphor
420431107709239296	everybody wann knock jam winston rap cas ev hap peopl mak mistak judg	yes	sexual violence	Third Party Account	metaphor
420431246544879616	wann mak jam winston rap jok just tak adv situ	yes	sexual violence	Third Party Account	opinion
420432110323642368	rt jam winston first rap girl rap def	yes	sexual violence	Third Party Account	metaphor
420434102974545920	pleas not rom rap	yes	sexual violence	Self belief	opinion
420434202153078784	jam winston season highlight win loss bcs nat champ rap fail engl exam	yes	sexual violence	Third Party Account	metaphor
420434494949044224	peopl hat winston brin rap charg no reason smh kid just someth non wil ev	yes	sexual violence	Third Party Account	metaphor
420434540109131777	rt jam winston won heism nat champ went undef beat rap cas best year ev	yes	sexual violence	Third Party Account	opinion
420435933553381376	sex assault cas court ord tarun tejp bail ple today _url_	yes	sexual violence	news	fact reporting
420436315612528640	wom scream rap men want rap wom fact	yes	sexual violence	Third Party Account	opinion
420437928008228864	com rap jok hatersgonnah	yes	sexual violence	Third Party Account	metaphor
420438533057552384	kob rap won ring big ben rap won ring jam winston rap won ring rap da way go guess	yes	sexual violence	Third Party Account	metaphor
420439861284192256	rt guess can win heism troph bcschampionship rap tri season winston	yes	sexual violence	Third Party Account	metaphor
420447048723595264	rt jam winston luckiest black man americ beat rap charg win heism champ freshm	yes	sexual violence	Third Party Account	opinion
420457103711830016	good re get sick americ wor sem lit you rap sheet sex assault charg	yes	sexual violence	Third Party Account	opinion
420467462870544385	or drop kick girl tonight	no
420473300519616512	hat break guy rap sex assault jok ar funny disgust	yes	sexual violence	Self belief	emotional feeling
420479970918428672	gang rap strictly prohibit _url_ gang rap whatt	yes	sexual violence	news	opinion
420485606565625856	steubenvil rap cas on convict teen releas juvenil prison on form high school fo _url_	yes	sexual violence	news	fact reporting
420501721530372097	readingnow new steubenvil rap cas on convict teen releas _url_ _url_ socialmed	yes	sexual violence	news	fact reporting
420504964989845504	rt first girl attack movy jaw screaming real pain har brok hip drag	yes	sexual violence	Third Party Account	metaphor
420505955025973248	click stop viol wom _url_	yes	sexual violence	Personal account	call for action
420520647005990912	teen girl left sery hand injury attack cannock yesterday ev _url_	yes	sexual violence	news	fact reporting
420541081818656769	m talk wed necess mom nev know could get kidnap forc marry import	no
420543084410044416	sisigaw talag ako ng rap	no
420548539194675200	jam winston won heism freshm beat rap charg won bcs titl gam luckiest nigg wo	yes	sexual violence	Third Party Account	opinion
420553191449567233	rt jam winston best mon ev won heism nat champ avoid rap charg	yes	sexual violence	Third Party Account	opinion
420559043980058626	form neighb ariel castro plead guil rap murd _url_	yes	sexual violence	news	fact reporting
420562787157303297	re advoc revolt story sex assault noth exploit titil stopviolenceagainstwom	yes	sexual violence	Third Party Account	opinion
420565837926248448	que yo sep un mej no se pued qued calv meno se rap el pelo	no
420576052818501632	tak rap cult amaz _url_	yes	sexual violence	news	opinion
420580549045256192	steubenvil rap releas not wel receiv many circ noapologybutihadittough _url_	yes	sexual violence	news	opinion
420580794495959040	rt moralmonday ga school prison pipelin upd steubenvil rap cas wom ar welcom internet htt	yes	sexual violence	news	opinion
420592186053632001	rul law leg marry childr us fath surnam let agap watch _url_ via ptvph	yes	sexual violence	news	opinion
420603915475095552	rev serv pol off accus crim includ rap abduc rac _url_	yes	sexual violence	news	fact reporting
420604616062271488	rt wow amand ll rap feel wom ar welcom internet _url_ mustread	yes	harmful practices	news	opinion
420612843965530112	cincinnat montan judg crit teach stud rap cas step _url_	yes	sexual violence	news	fact reporting
420628537679556608	burn girl mak hot lik room fir	no
420631668127301632	rt perc rap can tak minut hap affect victim decad wheth victim mal fem lifet	yes	sexual violence	self belief	emotional feeling
420633521187590145	act slog shud join hand rap fut ind	yes	sexual violence	self belief	metaphor
420634899100758018	tak rap cult amaz _url_ lov whoev mad	yes	sexual violence	news	opinion
420640299103166464	said mil nah gon try beat fuck girl seen mil	no
420647330103439360	jam winston season highlight win loss bcs nat champ rap fail engl exam	yes	sexual violence	Third Party Account	fact reporting
420648166153654272	jam winston season highlight win loss bcs nat champ rap fail engl exam	yes	sexual violence	Third Party Account	fact reporting
420649448180817920	jam winston season highlight win loss bcs nat champ rap fail engl exam	yes	sexual violence	Third Party Account	fact reporting
420656952696659968	bello molto fash piacciono le rap per non le mangio mai hg discorso woow	no
420673023386337280	fuck lik moy daught land now wil rap just	no
420674770879787008	ll rap _url_	no
420687063831564288	learn back whit hobo whor lied rap get rap black men avoid jail hist today	yes	sexual violence	Personal Account	opinion
420690317067575296	bul teen girl maryvil rap cas hospit app suicid attempt raw story _url_ smh	yes	sexual violence	news	Harmful action
420696940679290880	ye victim complex fem friend twit ve stalk year threatened rap	yes	sexual violence	Third Party Account	Harmful action
420707981916127232	rteg rap	no
420709371484467201	men commit rap tot fault doesn mat wom wear	yes	sexual violence	self belief	opinion
420713000220508160	can josy m not mad let girl tak beat	no
420717683236036608	tak rap cult amaz _url_	yes	sexual violence	news	opinion
420722653356244992	rap not plot dev shitty gam	yes	sexual violence	self belief	opinion
420726514812874752	im rap rap	no
420733025630945280	may richmond on charg rap though evid recov knight sec suggest otherw	yes	sexual violence	Third Party Account	Harmful action
420739269204770816	wom vancouv get attack maj intersect council cit going	yes	sexual violence	Third Party Account	opinion
420746078234099712	rt map star rat strong disturb viol sex cont graph nud langu	no
420757608203821056	innoc hum wil forev alleg rap alleg pin nam bbecaus someon play gam no	yes	sexual violence	self belief	opinion
420773392883527680	don rap whistl sebr pretty much thing qotn	yes	sexual violence	Personal account	opinion
420774119928393728	child rap blackmail scum stat _url_	yes	sexual violence	news	fact reporting
420776180837412866	na littl es going wak littl girl going get ass beat wak	no
420794216613036032	rt jam winston beat rap charg won heism becam nat champ just lik kob real nig	yes	sexual violence	Third Party Account	metaphor
420808485774049280	rt coupl bed girl sad bc mom dead can mak feel bet yeah boy light camel gonn burn just b	no
420832335563464704	dnt see paul tryn rap oh nah ok fuck lolthey can continu wtf book	no
420834023120728064	nat un journ clear guidelin report sex viol _url_	yes	sexual violence	news	fact reporting
420853173042302976	pop mol wok guy unbutton pant woo rap	yes	sexual violence	Personal Account	Harmful action
420855122621902848	rap definit compass way show lov someon els sent johny rap dian dant	yes	sexual violence	self belief	opinion
420864046166839296	can rap act	no
420867415765815296	princess molest third sex assault _url_	yes	sexual violence	news	fact reporting
420877308115685377	dis wom kidnap beat walk mil bar feet help loc hom _url_	yes	sexual violence	news	fact reporting
420888775783247872	yeah right ston pelt delh gang rap protest nsu aap want teach	yes	sexual violence	Third Party Account	fact reporting
420889844265791488	dat difrnt btw rap seduc	no
420923962017583104	man stop put support wom vs mal viol domin bc angry word no support	yes	sexual violence	self belief	opinion
420944877636292608	tak rap cult amaz _url_	yes	sexual violence	news	opinion
420952999218135040	propos law californ prev colleg sweep rap rug _url_	yes	sexual violence	news	opinion
420954599462141953	lot tbb princes or rap glady _url_ teen porn video xxx pussy sex fre	no
420956513797025792	rap not plot dev shitty gam	yes	sexual violence	self belief	metaphor
420958017429860352	gonn rap timelin click list latest track nofucksg	no
420959708888174592	fatou queen rap rap phon	no
420979111054417920	aaaaaand don rap girl _url_	no
420980008270983168	compel rap victim imprison protect peopl tak streets libertadparayak _url_	yes	sexual violence	news	fact reporting
420987090340691968	rt although wom lik stalk men anyon can victim stalk learn _url_	yes	sexual violence	news	opinion
421000690006495232	fin just rap john paul heeeeeel hollyoak	yes	sexual violence	Third Party Account	metaphor
421021713158004736	nee know rap accus bright ey frontm con oberst _url_	yes	sexual violence	news	opinion
421029321399353344	rap nigg ain rough sex assault _url_	yes	sexual violence	news	opinion
421034486663745536	girl scar rap feel prid guy risk lif jail just fuck	no
421065796560117760	_url_ kinky sex posit miss port teach get prison sex assault stnt crazysexposit	yes	sexual violence	news	fact reporting
421067736316653569	year old girl cry step dad kick fac	yes	physical violence	Third Party Account	Harmful action
