418479262362894336	white chick come banging door no shoes no pants talking can let black dudes tryna rape	yes	sexual violence	Personal account	fact reporting
418481220113035264	carl stop please eastenders omg no rape	yes	sexual violence	Third Party Account	metaphor
418513762555920385	_url_ avery important blog rape stop mini skirt blaming	yes	sexual violence	news	opinion
418513965941919744	male ducks rape female ducks helps	no
418519545490718721	devil rape dat fool dat brought world aint cheap bloody hoe smh waste tweet fuck mentions freak	no
418523898334806016	talk rape leads first point abstinence key	yes	sexual violence	Self belief	opinion
418524867651059712	cobb co pd investigating man tweeted picture morning saying going rape girl http	yes	sexual violence	news	fact reporting
418527341602545664	rt yard penalty unnecessary rape _url_	yes	sexual violence	Third Party Account	metaphor
418535150046048256	rape	no
418542358104264704	girl mmmm show gonna beat pu baby _url_	no
418544729568325634	tl used raise awareness eveslaw evesmarker domesticviolence osc childabuse rape stalking abuse not	yes	sexual violence	Personal account	opinion
418547569887694848	pizza won ever call names cheat beat lie fake rape girls dat	yes	sexual violence	Self belief	opinion
418551894387064832	callmeoldfashioned think marriage come children	no
418553383474450432	people fucking idiots rape always rapists fault someon	yes	sexual violence	Self belief	opinion
418555527954989057	baltimore city police need help locating sexual assault suspect _url_ _url_	yes	sexual violence	news	fact reporting
418594266647392256	m rape	yes	sexual violence	Personal Account	Query
418597143197536256	isn rape	no
418606891359404032	dusting association ugg stake could rape professional dawdle tmetmo	no
418609269429125120	good see balanced report implies violence men women	yes	sexual violence	Third Party Account	opinion
418610224208285697	world come re dating year old rape whole level re dating child	yes	sexual violence	Third Party Account	metaphor
418614978443096065	geeekin retweet stalking ass girl	no
418665850481434624	congress supporting aap delhi safe mla not arrested false woman not arrested rape http	yes	sexual violence	news	opinion
418668953893105664	hi terrible decision include rape charge avoider julian assange today joke	yes	sexual violence	self belief	opinion
418678847169511424	rape can never blamed victim wise man builds glass house near stone quarry	yes	sexual violence	Self belief	opinion
418684100967284736	urge rape _url_	no
418712592144924672	not give man accused rape airtime nor extremist unless real news shame bbc	yes	sexual violence	news	emotional feeling
418718114743074816	rt rape dumbest crime ever rape innocent person many hoes days	yes	sexual violence	self belief	opinion
418726398312738816	attn women fastest way lose weight burn fat stop fat production _url_	no
418726450242416642	attn women fastest way lose weight burn fat stop fat production _url_	no
419231838838996992	rape meeeee worldstagenirvana	no
419234985011597312	dude rape drunk feed cat food tell snack mix gon learn today	yes	sexual violence	Personal account	Harmful action
419236798762459137	rape whistle another sec will fall tonight big osu mizz cottonbowl okstate	no
419242277618204672	nirvana rape solo acoustic _url_	no
419268988120887297	rt facebookproblemsnight like respect justin bieber ignore want satan rape	yes	sexual violence	Third Party Account	metaphor
419274196229697536	sexual assault military control ruling suicide outrageous _url_ htt	yes	sexual violence	news	opinion
419283441893396480	rt campaign s citizen victims predominantly found sex trafficking underage victims often runaways troubled hom	yes	sexual violence	news	opinion
419288119121158144	chance violently rape diplos face missed life	no
419293908712316928	rt first girl attacked movie jaws screaming real pain harness broke hip dragged	yes	sexual violence	Third Party Account	metaphor
419300092575617025	mom got raped girls can rape willing like mans dream	yes	sexual violence	Third Party Account	metaphor
419303226971009024	rt rape dumbest crime ever rape innocent person hoes throwing pussy around	yes	sexual violence	Self belief	opinion
419304327866769408	rt first girl attacked movie jaws screaming real pain harness broke hip dragged	no
419316999995789313	rt worcester state commonly chosen major sexual assault smack	yes	sexual violence	Third Party Account	opinion
419323733539442688	apafrom blowhole rape weirdest thing seen aggro badgers galleries tmituesda	no
419330274086748160	best friend says gonna rape shouldibeworried freak	no
419333658843955200	rt worst things said women abortion rape _url_	yes	sexual violence	news	opinion
419348152626737152	cheek rape	no
419349839046914048	wrong cthulhu tentacle rape anyway waiting backlash cthulhu tentacle rape victims	yes	sexual violence	Third Party Account	metaphor
419354893594263552	worst things said women abortion rape _url_ short memories	yes	sexual violence	news	opinion
419356433608474624	pucha wag niyong rape si vhong	no
419406201324318720	causes rape _url_	yes	sexual violence	news	opinion
419447159566921728	kind rape isn crime corrective rape used cure lesbianism	yes	sexual violence	society belief	Harmful action
419450939360038912	imagine dj holdap rape rape tulungan nyo ko dj holdap di rape edi wag nags suggest lang ee	no
419457369702035456	ill rape little pretty foxy know	no
419471333337362432	want oomf rape la want ro sexually abuse like no ones business	no
419477596133679104	seen newspaper india country one highest rates rape sexual abuse	yes	sexual violence	news	opinion
419481255261253632	rt seen newspaper india country one highest rates rape sexual abuse _url_	yes	sexual violence	news	fact reporting
419500404687130625	causes rape _url_	yes	sexual violence	news	opinion
419521475146973184	rt artilary shelling airstrikes kidnappings rape gang rape murder kachin women attacks civilians continue	yes	sexual violence	news	fact reporting
419523240164610048	rt just loss white girl guessing rap lyrics turns race card gets kicked popeye chicken	no
419530340257239040	sbs come crime watch never looking gang white people connection rape	yes	sexual violence	self belief	opinion
419532626748133376	accused someone rape didn arrested since done famous person internet fine	yes	sexual violence	Self belief	opinion
419542305872158722	nigga rape	no
419543761970929664	lsugjing hard bc asian jer s rape snd screaming bc cant breathes bc ph	no
419548987872391168	rt morrissey silly silly bitch eating animals just paedophilia rape murder _url_	no
419553466617704448	will centre halves around kent experiencing rape mate	no
419566683792375808	rt rape doesn exist dubai considered casual sex crime punishable law world news _url_	yes	sexual violence	news	fact reporting
419575774384259072	nou felicite kontan pou izolan ki ranpote tit rape pou ane ki sot pase ya nou fye deskel te kolabore avec nou na	no
419591904183857152	bengal rape victim family meet president indian express india _url_	yes	sexual violence	news	fact reporting
419604534319521792	rt morrissey silly silly bitch eating animals just paedophilia rape murder _url_	no
419606318790348800	bethenny frankel new muscle man accused rape college no charges filed thoug _url_	yes	sexual violence	news	fact reporting
419630713697488896	no million stories zionist rape world just watch _url_ disarmisrael _url_	yes	sexual violence	news	fact reporting
419645240640020480	rt award winning documentary sex trafficking now available streaming online _url_	yes	other	news	fact reporting
419675154294120448	rt la sheriff department misconduct includes rape drug smuggling kidnapping report _url_	yes	sexual violence	news	fact reporting
419678256950833153	know face looks like rape idk like emoji idk cant find	no
419678773911371776	msia radios no discussion gangsterism child marriage drug mule scams illegal cats dogs breeding factory	no
419685265922207744	oh god no eat will rape inside	no
419689683329638400	ah believe woman responsibility stop rape huh	yes	sexual violence	Self belief	opinion
419695042266017793	damn girl gonna need fly antarctic find enough ice burn	no
419698449366646784	long night gossip girl facebook stalking	no
419704704768417792	girrrlll fine fuck rape put trophy case rapist	no
419715904079794176	go ahead rape face win win	no
419716637755850753	m just going listen song mins seconds later proceeds rape replay button	yes	sexual violence	Personal Account	metaphor
419720071309950976	oh ignore girl stalking	no
419728043234435072	just rape phone death xd	yes	sexual violence	Third Party Account	metaphor
419744165678022656	tryna get lil girl beat like	no
419751955582685184	swear little girl stalking ugh ima block ass cant deal aggravating kids	no
419773154991816704	rt bro dark artful well developed comedy great subliminal though unintended justification rape not	yes	sexual violence	Third Party Account	opinion
419798318445637632	gue disuruh ijal ke rape center semalem gue di rumah lu di tempat prostitusi jadi gue gak bakalan bajak	no
419803473744781312	rt one can point endorsed rape please indicate take time ll wait	yes	sexual violence	Third Party Account	opinion
419825355017695232	quote comedian resurrected old joke justify rape nincompoop word	yes	sexual violence	Self belief	opinion
419827442317262848	rt managed fit casual racism transactional relationships misogyny pro rape agenda one joke talent	yes	sexual violence	self belief	opinion
419849077975576576	rt neither rape nor molestation still asaram bapuji jailed fake charges paidmedia judge bailon thjan http	yes	sexual violence	self belief	opinion
419850226552541184	just part tries rape girl loves sex laughs small god	no
419866997921697792	hope swansea absolutely rape man	yes	sexual violence	Third Party Account	metaphor
419875719792295937	rape not fucking joke pieces horse shit	yes	sexual violence	self belief	opinion
419876594337845248	respond someone says could rape could	no
419917623304794112	comedian basketmouth apologizes rape joke enrages people lashed demand glo dump _url_	yes	sexual violence	news	fact reporting
419921728899657728	hate slutty girl hope burn hell shit public	no
419931793950015488	new post opinion basketmouth rape joke not funny _url_	yes	sexual violence	news	opinion
419939341126098944	toronto taxi driver charged sexual assault _url_ brown guys rapping tingz aye	yes	sexual violence	news	fact reporting
419941248904867840	state trying rape missouri cries missouri misery	no
419958284942966784	xdddd hahahah omg rape uhhh jaaaa sie ist halbnackt naja sie hat nur ein sschen	no
419965679505506304	rt things never ever glamourised eating disorders depression mental illness rape paedophilia racism	yes	sexual violence	self belief	opinion
419980582089940992	rt last week liverpool fans attacked bus full hull fans women children stabbed oldham	yes	sexual violence	Third Party Account	Harmful action
419999942170902528	rt last week liverpool fans attacked bus full hull fans women children stabbed oldham	yes	sexual violence	Third Party Account	Harmful action
420006330246520832	yep essentially blowhole rape	no
420014010352664576	ihatewhenpeople think rape okay asking no matter slutty someone looks doesn mean re asking	yes	sexual violence	Self belief	opinion
420021998778331136	alleged rape girl ws playin next days ashram wid kids posible girl bhave normally aftr	yes	sexual violence	Third Party Account	opinion
420037202215591936	steubenville rape update ma lik richmond released _url_ wtf	yes	sexual violence	news	fact reporting
420037222499229697	rape lyk now culture india	yes	sexual violence	news	opinion
420044583494762496	rt conversation better sons early possible _url_ sexualharassment rape st	yes	sexual violence	news	call for action
420046651399888896	rt no court settlement rape case says high court _url_	yes	sexual violence	news	fact reporting
420049445720309761	m surprised liberals haven tried introduce idea rape dogs instead rape whistles	yes	sexual violence	self belief	opinion
420058178882007040	shut ur mine not make rape jokes	no
420073770095628288	rape case aftr yrs not accepted court advocate menon yr old fake case asaram bapuji bailon thjan	yes	sexual violence	Third Party Account	fact reporting
420078733144231936	omfg lmao fun games butt fuck auburn time might actually considered rape bitches	yes	sexual violence	Third Party Account	metaphor
420086293280718848	someone sang matters biebs id rape	yes	sexual violence	Personal Account	metaphor
420114442542542848	rt need talk abortion sex tampons female genital mutilation rape domestic violence muc	yes	sexual violence	Personal account	opinion
420131835826696193	rt idan raichel israeli world music star endorses torture rape arab prisoners _url_	yes	sexual violence	news	Harmful action
420139141582422016	said wanna rape chancho lmfa	no
420144432755646464	say rape ever heard statutory rape google unbelievable	yes	sexual violence	Third Party Account	opinion
420154582811951104	year old saint accused sexual assault kidding bailon thjan _url_	yes	sexual violence	news	opinion
420162420410441728	rt friend look d date rape friend need work compliments	no
420166132990234624	rt someone today planet earth someone will slut shame rape victim	yes	sexual violence	Third Party Account	opinion
420179172628369408	thing virtual rape	yes	sexual violence	Self belief	Query
420182719549538305	tis not rape ask	no
420189754748317696	smh not rape make orgasm element sarcasm m not agreement	no
420199472363487232	lmao stretch theory may just safe say probability nigerians products rape almost kai	yes	sexual violence	Third Party Account	opinion
420202391066406912	rt national migration week pray children undocumented refugees human trafficking victims _url_	yes	sexual violence	news	call for action
420203193453133824	law equal every arrest rahul gandhi inquire happened rape case	yes	sexual violence	self belief	opinion
420205652691009536	judge india rails immoral premarital sex rape trial indian judge declared premarit _url_	yes	sexual violence	news	fact reporting
420207591080607744	implies encouraging rape people arms idiots following lead self appointed	yes	sexual violence	self belief	opinion
420209282911862784	tragic thing happened beaten mob justice luckily enough beaten kind woman	yes	sexual violence	Third Party Account	Harmful action
420216074781466625	still don understand issue rape marriage tho bible says husbands wives not deny sex na	yes	sexual violence	Self belief	Query
420225886043258880	signifies least every nigerian men rape thk shd use words appropriately	yes	sexual violence	news	Harmful action
420229367722045440	rt can preacher celibacy turned thousands youth lives better sexually harass girl sheer false bailon	yes	sexual violence	Third Party Account	opinion
420232672422535168	let pray idiot tf wishes rape anybody pure sad tbfh	no
420249555222142976	want rape someone eue	no
420250000677818368	titanjoyofgifting ur child birthday festive occasion marriage anniversary just complete	no
420253580176551936	twittbo ching chang chong rape case japan koera population japan million korea fifty millio koera crazy	yes	sexual violence	Third Party Account	opinion
420258115821395968	mt basketmouth regrets rape joke _url_	yes	sexual violence	news	emotional feeling
420264799139008512	ohio high school rape convict released usa today _url_	yes	sexual violence	news	fact reporting
420269150318366720	il rape aussi	no
420289553954373632	lmfaooo blocked year ago fuck pussy wants retail sells rape fuckhim	no
420299061305286656	rt notyourrescueproject talk selling bodies commodifying objectfying paying rape etc express attitudes masquerad	yes	other	Third Party Account	opinion
420320764290932736	newjersey plans combat sex trafficking next months _url_ sb	yes	other	news	call for action
420321839660142592	used mad disrespectful high school idk never got beat lml girl boyfriend ever cheat	no
420349366545555456	mgs gets sexual violence rating description	no
420354278226919424	normally just root good game bowl games tonight m rooting sexual assault go tigers	yes	sexual violence	Third Party Account	metaphor
420361258039136256	korean rape history _url_	no
420363241554837505	jameis one rape commit auburn	yes	sexual violence	Third Party Account	metaphor
420365755171864577	o judging name can tell enjoy killing beautiful women just like gettin ass kicked	no
420369918702284801	guns chose girl kicked house	no
420376519567884288	time interesting player backstory fsu qb jameis winston committed rape got away won heisman hero	yes	sexual violence	Third Party Account	metaphor
420378181544067073	cant rape white girl lose game smh choose struggle	no
420379783638564864	well winston failing rape sober defense	yes	sexual violence	Third Party Account	metaphor
420381120920711168	cool place date tbh _url_ nobody can hear screams rape	yes	sexual violence	news	Harmful action
420381855368499200	medical report proved no rape investigation officers said no sec rape case bapuji want bailon thjan	yes	sexual violence	Third Party Account	opinion
420382546707226624	hardcore ufosbuzards dreadful crowstractor rape chain one hardest onetwothree punches music bee thousan	no
420385799063212032	beat rape charge can beat auburn	yes	sexual violence	Third Party Account	metaphor
420389433519513600	jamies just forgot get daily rape	yes	sexual violence	Third Party Account	metaphor
420389497184866304	rt guy next says can win hesiman beat rape case win natty gotta lose least one	yes	sexual violence	Third Party Account	opinion
420390363497365504	jameis winston accused rape gets no suspension carlos hyde gets hit girl doesn swing back suspend games class	yes	sexual violence	Third Party Account	opinion
420390386658738177	rt guy next says can win hesiman beat rape case win natty gotta lose least one	yes	sexual violence	Third Party Account	opinion
420391060003495936	official bu rape whistle don blow unless actually happening	yes	sexual violence	Personal account	call for action
420401325994967040	everyone keep making winston rape jokes wasn even charged	yes	sexual violence	Third Party Account	opinion
420405979843674113	rt just don f king rape people didn think d write one ya god perspective bo burnham	yes	sexual violence	Third Party Account	call for action
420412736082681857	ve old bull now want young calf rape	yes	sexual violence	Personal Account	Harmful action
420416641889886208	jameis not like side rape wareagle sec	yes	sexual violence	Third Party Account	metaphor
420417253394219008	cmon jameis rape auburn just like one girl cold	yes	sexual violence	Third Party Account	metaphor
420418993388662784	refs giving one fsu otherwise winston will rape bcschampionship	yes	sexual violence	Third Party Account	metaphor
420420186957557760	plot twist winston rape case true fsu forfeits wins season	yes	sexual violence	Third Party Account	metaphor
420420803042082816	rt nigga beat rape case won heisman national championship man deserves medal	yes	sexual violence	Third Party Account	metaphor
420421045082808320	now people wanna use rape card gtfoh yall ass can never let mfka win just stfu real mad asses	yes	sexual violence	Self belief	opinion
420421054025056256	jameis winston rape victim gladly give willingly tonight	yes	sexual violence	Third Party Account	metaphor
420421436126535681	bitch claimed rape must feelin salty af tho lmaoo	yes	sexual violence	Third Party Account	opinion
420421540627238912	m gonna rape bitch can win national championship	yes	sexual violence	Personal Account	metaphor
420421545253949440	rt jameis winston first rape girl rape defence famousjameis	yes	sexual violence	Third Party Account	metaphor
420421704658059264	rt won heisman beat rape case national champion bday famous jameis ladies gentleman	yes	sexual violence	Third Party Account	metaphor
420422035211554817	rt jameis winston won heisman beat rape case won national championship nobody better	yes	sexual violence	Third Party Account	metaphor
420422068773982208	rt won heisman beat rape case national champion bday famous jameis ladies gentleman	yes	sexual violence	Third Party Account	metaphor
420422069986541569	yeah rape something hard af go get away especially without losing money facing consequences	yes	sexual violence	Self belief	opinion
420422086281416704	winston finna go rape many people bruh wardamneagle	yes	sexual violence	Third Party Account	metaphor
420422126001070080	rape rap ra ri rin ring	no
420422192753430528	book gonna titled get away rape leads success	yes	sexual violence	Third Party Account	metaphor
420422299851165696	didn rape nobody	yes	sexual violence	Third Party Account	opinion
420422542306709504	someone dumb actually think can successfully pull rape	yes	sexual violence	Third Party Account	opinion
420422810943504385	rt years old win national championship heisman get away rape real ass nigga	yes	sexual violence	Third Party Account	metaphor
420422846167277568	fsu jameis winston come behind win no date rape pill needed time	yes	sexual violence	Third Party Account	metaphor
420423025004011520	jameis get away rape twice	yes	sexual violence	Third Party Account	metaphor
420423282416836609	rt years old win national championship heisman get away rape real ass nigga	yes	sexual violence	Third Party Account	metaphor
420423406350123008	hearing jameis winston interview guilty rape not able read	yes	sexual violence	Third Party Account	metaphor
420423590647828482	jameis winston gonna rape many girls tonight	yes	sexual violence	Third Party Account	metaphor
420423623250161664	rt years old win national championship heisman get away rape real ass nigga	yes	sexual violence	Third Party Account	metaphor
420423858320322560	rt guess can win heisman trophy bcschampionship rape trial season winston	yes	sexual violence	Third Party Account	metaphor
420423904050438144	rape dat white gurl	yes	sexual violence	Third Party Account	metaphor
420424235031744512	rt nigga jameis winston beat rape charge won heisman national championship	yes	sexual violence	Third Party Account	fact reporting
420424450027573248	really not going thank lawyer got innocent rape	yes	sexual violence	Third Party Account	opinion
420424470609035264	yo rape jokes jameis got like _url_	yes	sexual violence	news	opinion
420424550866616320	know guys gotten away rape know ones falsely accused	yes	sexual violence	lack of law	opinion
420424932313419776	rt years old win national championship heisman get away rape real ass nigga	yes	sexual violence	Third Party Account	opinion
420425179186335744	winston innocent rape sandusky bcschampionship tiitletalk	yes	sexual violence	Third Party Account	metaphor
420425396946231296	soo basically re pretty good sports okay rape girl	yes	sexual violence	self belief	metaphor
420425471621599232	don think funny people make jameis winston rape jokes	yes	sexual violence	Third Party Account	opinion
420425759266988032	jameis winston won heisman freshman beat rape charge won bcs title game luckiest nigga wo	yes	sexual violence	Third Party Account	opinion
420427147678072832	bet trying lynch folks au tonight just got beat byva black qb beat rape charge white girl	yes	sexual violence	Third Party Account	metaphor
420428205129228288	rt years old win national championship heisman get away rape real ass nigga	yes	sexual violence	Third Party Account	metaphor
420428373920600064	trying find girl rape	yes	sexual violence	Personal Account	metaphor
420429633704579072	rt guess can win heisman trophy bcschampionship rape trial season winston	yes	sexual violence	Third Party Account	metaphor
420431107709239296	everybody wanna knock jameis winston rape case even happen people make mistakes judge	yes	sexual violence	Third Party Account	metaphor
420431246544879616	wanna make jameis winston rape joke just taking advantage situation	yes	sexual violence	Third Party Account	opinion
420432110323642368	rt jameis winston first rape girl rape defence	yes	sexual violence	Third Party Account	metaphor
420434102974545920	please not romanticize rape	yes	sexual violence	Self belief	opinion
420434202153078784	jameis winston season highlights wins losses bcs national championship rape failed english exams	yes	sexual violence	Third Party Account	metaphor
420434494949044224	people hating winston brining rape charge no reason smh kid just something none will ever	yes	sexual violence	Third Party Account	metaphor
420434540109131777	rt jameis winston won heisman national championship went undefeated beat rape case best year ever	yes	sexual violence	Third Party Account	opinion
420435933553381376	sexual assault case court order tarun tejpal bail plea today _url_	yes	sexual violence	news	fact reporting
420436315612528640	women scream rape men want raped women facts	yes	sexual violence	Third Party Account	opinion
420437928008228864	come rape jokes hatersgonnahate	yes	sexual violence	Third Party Account	metaphor
420438533057552384	kobe raped won ring big ben raped won ring jamis winston raped won ring rape da way go guess	yes	sexual violence	Third Party Account	metaphor
420439861284192256	rt guess can win heisman trophy bcschampionship rape trial season winston	yes	sexual violence	Third Party Account	metaphor
420447048723595264	rt jameis winston luckiest black man america beats rape charge wins heisman championship freshman	yes	sexual violence	Third Party Account	opinion
420457103711830016	good re getting sick america worshiping semi literate youth rap sheet sexual assault charges	yes	sexual violence	Third Party Account	opinion
420467462870544385	orr drop kicked girl tonight	no
420473300519616512	hate break guys rape sexual assault jokes aren funny disgusted	yes	sexual violence	Self belief	emotional feeling
420479970918428672	gang rape strictly prohibited _url_ gang rape whatta	yes	sexual violence	news	opinion
420485606565625856	steubenville rape case one convicted teens released juvenile prison one former high school fo _url_	yes	sexual violence	news	fact reporting
420501721530372097	readingnow news steubenville rape case one convicted teens released _url_ _url_ socialmedia	yes	sexual violence	news	fact reporting
420504964989845504	rt first girl attacked movie jaws screaming real pain harness broke hip dragged	yes	sexual violence	Third Party Account	metaphor
420505955025973248	clicked stop violence women _url_	yes	sexual violence	Personal account	call for action
420520647005990912	teenage girl left serious hand injury attacked cannock yesterday evening _url_	yes	sexual violence	news	fact reporting
420541081818656769	m talk weddings necessary mom never know could get kidnaped forced marriage important	no
420543084410044416	sisigaw talaga ako ng rape	no
420548539194675200	jameis winston won heisman freshman beat rape charge won bcs title game luckiest nigga wo	yes	sexual violence	Third Party Account	opinion
420553191449567233	rt jameis winston best month ever won heisman national championship avoided rape charge	yes	sexual violence	Third Party Account	opinion
420559043980058626	former neighbor ariel castro pleaded guilty rape murder _url_	yes	sexual violence	news	fact reporting
420562787157303297	re advocating revolting story sexual assault nothing exploitative titillation stopviolenceagainstwomen	yes	sexual violence	Third Party Account	opinion
420565837926248448	que yo sepa una mejor no se puede quedar calva menos se rape el pelo	no
420576052818501632	take rape culture amazing _url_	yes	sexual violence	news	opinion
420580549045256192	steubenville rape release not well received many circles noapologybutihadittough _url_	yes	sexual violence	news	opinion
420580794495959040	rt moralmonday ga school prison pipeline update steubenville rape case women aren welcome internet htt	yes	sexual violence	news	opinion
420592186053632001	rule law legality marriage children using father surname letter agape watch _url_ via ptvph	yes	sexual violence	news	opinion
420603915475095552	revealed serving police officers accused crimes include rape abduction racism _url_	yes	sexual violence	news	fact reporting
420604616062271488	rt wow amanda ll rape feel women aren welcome internet _url_ mustread	yes	harmful practices	news	opinion
420612843965530112	cincinnati montana judge criticized teacher student rape case step _url_	yes	sexual violence	news	fact reporting
420628537679556608	burn girl make hot like room fire	no
420631668127301632	rt percenter rape can take minutes happen affects victim decades whether victim male female lifeti	yes	sexual violence	self belief	emotional feeling
420633521187590145	actually slogan shud join hands rape future india	yes	sexual violence	self belief	metaphor
420634899100758018	take rape culture amazing _url_ love whoever made	yes	sexual violence	news	opinion
420640299103166464	said mile nah gon try beat fuck girl seen mile	no
420647330103439360	jameis winston season highlights wins losses bcs national championship rape failed english exams	yes	sexual violence	Third Party Account	fact reporting
420648166153654272	jameis winston season highlights wins losses bcs national championship rape failed english exams	yes	sexual violence	Third Party Account	fact reporting
420649448180817920	jameis winston season highlights wins losses bcs national championship rape failed english exams	yes	sexual violence	Third Party Account	fact reporting
420656952696659968	bello molto fashion piacciono le rape per non le mangio mai hg discorso woow	no
420673023386337280	fuck like moyes daughter land now will rape just	no
420674770879787008	ll rape _url_	no
420687063831564288	learned back white hobo whores lied rape getting raped black men avoid jail history today	yes	sexual violence	Personal Account	opinion
420690317067575296	bullied teen girl maryville rape case hospitalized apparent suicide attempt raw story _url_ smh	yes	sexual violence	news	Harmful action
420696940679290880	yes victimhood complex female friends twitter ve stalked years threatened rape	yes	sexual violence	Third Party Account	Harmful action
420707981916127232	rtega rape	no
420709371484467201	men commit rape totally fault doesn matter women wear	yes	sexual violence	self belief	opinion
420713000220508160	can josie m not made let girl take beaten	no
420717683236036608	take rape culture amazing _url_	yes	sexual violence	news	opinion
420722653356244992	rape not plot device shitty game	yes	sexual violence	self belief	opinion
420726514812874752	ima rape rape	no
420733025630945280	mays richmond ones charged rape though evidence recovered knight sec suggest otherwise	yes	sexual violence	Third Party Account	Harmful action
420739269204770816	women vancouver getting attacked major intersections council citizens going	yes	sexual violence	Third Party Account	opinion
420746078234099712	rt maps stars rated strong disturbing violence sexual content graphic nudity language	no
420757608203821056	innocent human will forever alleged rape allegations pinned name bbecause someone played game no	yes	sexual violence	self belief	opinion
420773392883527680	don rape whistle sebring pretty much thing qotn	yes	sexual violence	Personal account	opinion
420774119928393728	child rape blackmail scum state _url_	yes	sexual violence	news	fact reporting
420776180837412866	na little ese going wake little girl going get ass beat waking	no
420794216613036032	rt jameis winston beat rape charge won heisman became national champion just like kobe real nigg	yes	sexual violence	Third Party Account	metaphor
420808485774049280	rt couple bed girl sad bc mom dead can make feel better yeah boy lights camel gonna burn just b	no
420832335563464704	dnt see paul tryna rape oh nah ok fuck lolthey can continue wtf book	no
420834023120728064	national union journalists clear guidelines reporting sexual violence _url_	yes	sexual violence	news	fact reporting
420853173042302976	popped molly woke guy unbuttoning pants woo rape	yes	sexual violence	Personal Account	Harmful action
420855122621902848	rape definition compassionate way show love someone else sentence johny raped diana dance	yes	sexual violence	self belief	opinion
420864046166839296	can rape actually	no
420867415765815296	princess molestia third sexual assault _url_	yes	sexual violence	news	fact reporting
420877308115685377	disabled woman kidnapped beaten walked mile bare feet help local home _url_	yes	sexual violence	news	fact reporting
420888775783247872	yeah right stone pelting delhi gang rape protest nsui aap wants teach	yes	sexual violence	Third Party Account	fact reporting
420889844265791488	dat difrnc btw rape seduction	no
420923962017583104	man stop put supporting women vs male violence domination bc angry words no supporter	yes	sexual violence	self belief	opinion
420944877636292608	take rape culture amazing _url_	yes	sexual violence	news	opinion
420952999218135040	proposed law california prevent colleges sweeping rape rug _url_	yes	sexual violence	news	opinion
420954599462141953	lotus tbb princesa oral rape gladiator _url_ teen porn video xxx pussy sex free	no
420956513797025792	rape not plot device shitty game	yes	sexual violence	self belief	metaphor
420958017429860352	gonna rape timeline click listen latest track nofucksgiven	no
420959708888174592	fatou queen rape raped phone	no
420979111054417920	aaaaaand don rape girls _url_	no
420980008270983168	compelling rape victim imprisoned protecting people take streets libertadparayaki _url_	yes	sexual violence	news	fact reporting
420987090340691968	rt although women likely stalked men anyone can victim stalking learn _url_	yes	sexual violence	news	opinion
